product_name,product_code,type,revenue_2019,quantity_2019,revenue_2020,quantity_2020,revenue_2021,quantity_2021,revenue_2022,quantity_2022,revenue_2023,quantity_2023
Ring of Jumping,88502790,JEWELRY,270256,508,198436,373,210140,395,244188.0,459,222908,419
Rod of the Pact Keeper +3,88577387,ADVENTURING EQUIPMENT,90880,355,128512,502,129792,507,101657.6,404,121856,476
Duskcrusher,88595786,ARMS & ARMOUR,222740,370,164346,273,224546,373,222740.0,370,202874,337
Boots of Elvenkind,88632724,ADVENTURING EQUIPMENT,45672,346,47652,361,56364,427,63096.0,478,66264,502
Scroll of Protection (Celestials),88720923,POTIONS & SCROLLS,2048,512,1796,449,1740,435,1576.4000000000003,402,1684,421
Obsidian Steed of Wondrous Power,88777241,SUMMONING DEVICE,322660,442,309520,424,270830,371,352736.0,492,350400,480
Riding Saddle,88838489,ANIMALS & TRANSPORTATION,383439,399,425723,443,363258,378,357492.0,372,341155,355
Armour of Force Resistance,88860943,ARMS & ARMOUR,108500,500,92008,424,91791,423,88319.0,407,83762,386
Potion of Flying,88884906,POTIONS & SCROLLS,348075,455,323595,423,332775,435,353124.0,472,376380,492
Grappling hook ,88897788,TOOLS & KITS,29241,361,28026,346,34830,430,35397.0,437,36531,451
Parchment (twenty pages) ,88953057,POTIONS & SCROLLS,297250,410,268250,370,252300,348,197200.0,272,268975,371
Ersatz Eye,88961174,ADVENTURING EQUIPMENT,144672,264,201116,367,213720,390,222488.0,406,169880,310
"Spikes, iron (10) ",88970089,TOOLS & KITS,287109,437,272655,415,273312,416,191844.0,292,292365,445
Armour of Invulnerability,88982399,ARMS & ARMOUR,164970,390,164970,390,183159,433,134514.0,318,178083,421
Staff of Frost,88989450,ARMS & ARMOUR,133464,536,97857,393,130227,523,143673.0,577,145416,584
Potion of Vitality,89049186,POTIONS & SCROLLS,25370,430,18172,308,25311,429,26196.0,444,21889,371
Smoldering Armor Enchantment,89050177,POTIONS & SCROLLS,278299,479,231819,399,214389,369,214970.0,370,259707,447
Pot of Awakening,89090261,POTIONS & SCROLLS,233094,318,281472,384,381893,521,342311.0,467,301263,411
Armour of Necrotic vulnerability,89168890,ARMS & ARMOUR,63294,462,47402,346,61650,450,61787.0,451,63842,466
"Clothes, traveler’s ",89261371,ADVENTURING EQUIPMENT,385917,483,362746,454,285243,357,347565.0,435,285243,357
Cart,89262906,ANIMALS & TRANSPORTATION,97614,493,79992,404,73656,372,83556.0,422,65934,333
Manual of Gainful Exercise,89279719,POTIONS & SCROLLS,133947,451,147015,495,103653,349,94743.0,319,142857,481
Coin of Delving,89283968,ADVENTURING EQUIPMENT,171395,413,192560,464,184675,445,171810.0,414,166830,402
Ring of Spell Storing,89325317,JEWELRY,190903,349,230287,421,194732,356,238492.0,436,188715,345
Giant War Lizard,89431519,ANIMALS & TRANSPORTATION,27156,372,24674,338,37887,519,28543.0,391,29930,410
Breathing Bubble,89463892,ADVENTURING EQUIPMENT,298205,365,328434,402,369284,452,237747.0,291,300656,368
Magnifying glass ,89464293,TOOLS & KITS,433820,436,409940,412,527350,530,518395.0,521,419890,422
Crowbar ,89470227,TOOLS & KITS,95380,380,104416,416,74798,298,96635.0,385,99898,398
Plate mail,89569180,ARMS & ARMOUR,409092,438,366128,392,281134,301,408158.0,437,307286,329
Xorian Wenge Focus,89570502,ADVENTURING EQUIPMENT,327888,552,234036,394,235818,397,204930.0,345,226908,382
Spell Gem (Obsidian),89616675,POTIONS & SCROLLS,402633,441,358809,393,365200,400,350592.0,384,281204,308
Weaver’s tools ,89641924,TOOLS & KITS,137529,413,143190,430,119880,360,144189.0,433,105561,317
Crystalline Chronicle,89645802,ADVENTURING EQUIPMENT,154336,424,122668,337,145964,401,139412.0,383,150696,414
Staff of Thunder and Lightning,89650549,ARMS & ARMOUR,51625,295,66850,382,70350,402,76650.0,438,63000,360
Eversmoking Bottle,89779082,ADVENTURING EQUIPMENT,257730,426,206305,341,271645,449,222640.0,368,277695,459
Blackstaff,89794160,ARMS & ARMOUR,95238,407,91728,392,181350,775,430794.0,1841,337896,1444
Armour of Acid Resistance,89858386,ARMS & ARMOUR,376018,458,300486,366,292276,356,343178.0,418,549249,669
Potion of Growth,89892135,POTIONS & SCROLLS,113696,418,128656,473,105808,389,126752.0,466,107984,397
Tinderstrike,89904177,ARMS & ARMOUR,467703,471,389256,392,418053,421,426990.0,430,380319,383
"Rope, silk (50 feet) ",89937541,TOOLS & KITS,321356,322,356286,357,342314,343,366266.0,367,381236,382
Tome of Understanding,89967302,POTIONS & SCROLLS,65208,456,61347,429,59631,417,71500.0,500,51051,357
Rod of Alertness,90003078,ADVENTURING EQUIPMENT,157538,454,127002,366,150251,433,127140.8,381,155803,449
Blue Dragon Mask,90183198,ARMS & ARMOUR,77550,517,85500,570,110850,739,56100.0,374,66300,442
Arrows (100),90239927,ARMS & ARMOUR,118456,871,109344,804,57936,426,152592.0,1122,207400,1525
Spell Scroll Level 6,90287076,POTIONS & SCROLLS,128721,401,149586,466,135462,422,169809.0,529,137067,427
Vorpal Sword,90333023,ARMS & ARMOUR,363216,376,344862,357,336168,348,338100.0,350,454986,471
Rabbit,90348222,ANIMALS & TRANSPORTATION,96514,451,79180,370,84102,393,81106.0,379,86884,406
Scarab of Protection,90363425,JEWELRY,87120,440,96030,485,70884,358,65043.0,341,65934,333
Amulet of the Planes,90376471,JEWELRY,337028,436,255863,331,337801,437,200980.0,260,299151,387
Ruby of the War Mage,90401821,ADVENTURING EQUIPMENT,231786,489,209508,442,176802,373,162582.0,343,224202,473
Staff of Fire,90453282,ARMS & ARMOUR,578831,1111,826306,1586,704913,1353,1125881.0,2161,857045,1645
Shawm,90478478,MUSICAL INSTRUMENT,380324,476,291635,365,269263,337,292434.0,366,395505,495
Boots of Speed,90517675,ADVENTURING EQUIPMENT,28140,420,28743,429,29614,442,28810.0,430,29882,446
Caltrops (bag of 20) ,90567609,TOOLS & KITS,164475,387,154275,363,131325,309,146625.0,345,196775,463
Giant Slayer,90599763,ARMS & ARMOUR,24544,767,37312,1166,39264,1227,12768.0,399,14688,459
Weapon +3,90611126,ARMS & ARMOUR,158826,514,118965,385,129471,419,134415.0,435,110313,357
Backpack ,90630034,ADVENTURING EQUIPMENT,10465,455,8073,351,9568,416,7820.0,340,8625,375
Dimensional Shackles,90642252,ADVENTURING EQUIPMENT,250668,422,234036,394,297594,501,225126.0,379,288090,485
Vox Seeker,90659810,ADVENTURING EQUIPMENT,400656,408,371196,378,362358,369,437972.0,446,380034,387
Shield +1,90763327,ARMS & ARMOUR,385592,1228,226080,720,145382,463,132822.0,423,121204,386
Sending Stones,90763464,ADVENTURING EQUIPMENT,167277,411,185185,455,151404,372,164428.0,404,190476,468
Oil of Slipperiness,90784535,ADVENTURING EQUIPMENT,216140,428,184830,366,173720,344,211090.0,418,240380,476
Bloodaxe,90824502,ARMS & ARMOUR,52210,454,50600,440,49565,431,55430.0,482,46460,404
Heart Weavers Primer,90843043,ADVENTURING EQUIPMENT,352092,444,214903,271,253760,320,256932.0,324,337025,425
Instrument of Illusions,90852001,MUSICAL INSTRUMENT,119952,408,133476,454,112602,383,114954.0,391,104958,357
Candle of the Deep,90904307,ADVENTURING EQUIPMENT,240106,443,220052,406,224930,415,228724.0,422,227640,420
Spell Scroll Level 7,90927467,POTIONS & SCROLLS,256284,378,295608,436,272556,402,244080.0,360,278658,411
Armour of Necrotic vulnerability,91008035,ARMS & ARMOUR,348000,348,458000,458,467000,467,330000.0,330,396000,396
Armour of Thunder vulnerability,91009911,ARMS & ARMOUR,272412,423,300104,466,265972,413,235704.0,366,255024,396
Dawnbringer,91154471,ARMS & ARMOUR,187246,373,199796,398,205820,410,225900.0,450,226904,452
Handaxe ,91216613,ARMS & ARMOUR,238651,331,263886,366,302820,420,258839.0,359,379246,526
Clockwork Amulet,91237087,ADVENTURING EQUIPMENT,444652,503,336804,381,342108,387,274040.0,310,385424,436
Shawm,91344878,MUSICAL INSTRUMENT,245604,422,222324,382,242694,417,231636.0,398,214758,369
Staff of the Woodlands,91357599,ARMS & ARMOUR,65912,428,52976,344,90860,590,128128.0,832,136444,886
Lance ,91362599,ARMS & ARMOUR,14508,372,35607,913,49296,1264,51636.0,1324,23712,608
Manacles ,91375773,TOOLS & KITS,117568,334,118624,337,159456,453,141856.0,403,149952,426
"Scale, merchant’s ",91380387,TOOLS & KITS,375661,407,335972,364,319358,346,465192.0,504,359970,390
Greataxe ,91416529,ARMS & ARMOUR,237974,373,276892,434,209902,329,350900.0,550,427460,670
Cow,91604362,ANIMALS & TRANSPORTATION,318747,429,327663,441,222900,300,281597.0,379,321719,433
Armour of Force Resistance,91714989,ARMS & ARMOUR,375536,392,379368,396,322846,337,435890.0,455,348712,364
Chain (10 feet) ,91717248,TOOLS & KITS,173113,523,123132,372,125780,380,144647.0,437,132069,399
Torch (set of 20),91717881,ADVENTURING EQUIPMENT,296789,449,281586,426,299433,453,206893.0,313,258451,391
Wand of the War Mage +1,91769135,ARMS & ARMOUR,135552,384,111901,317,140847,399,156379.0,443,146495,415
Professor Orb,91843068,ADVENTURING EQUIPMENT,276507,441,268983,429,233871,373,198759.0,317,179949,287
Sling ,91947739,ARMS & ARMOUR,132184,403,295856,902,357192,1089,372608.0,1136,140712,429
Rope of Entanglement,91977387,ADVENTURING EQUIPMENT,5763,339,7837,461,6001,353,6460.0,380,7004,412
Crossbow bolts (100) ,91992005,ARMS & ARMOUR,273220,719,392160,1032,337060,887,336680.0,886,124260,327
Staff of Power,92027482,ARMS & ARMOUR,374970,435,364626,423,520648,604,674084.0,782,655120,760
Crystal Ball of True Seeing,92029826,ADVENTURING EQUIPMENT,324864,384,302868,358,373086,441,304560.0,360,282564,334
Arrows +1,92031343,ARMS & ARMOUR,265200,650,383112,939,355368,871,340680.0,835,172584,423
Blowgun ,92135816,ARMS & ARMOUR,49680,368,63585,471,53595,397,56565.0,419,52515,389
Dagger of Venom,92140452,ARMS & ARMOUR,91845,471,79170,406,130065,667,132405.0,679,134355,689
Wand of Scowls,92166006,ADVENTURING EQUIPMENT,335369,361,395754,426,487725,525,302389.50000000006,335,384606,414
Ingots of the Skold Rune,92189633,ADVENTURING EQUIPMENT,256256,352,355264,488,321048,441,250432.0,344,248976,342
Feather Token (Fan),92270809,ADVENTURING EQUIPMENT,75762,366,67689,327,79074,382,89631.0,433,88389,427
Fire Elemental Essence Shard,92325788,ADVENTURING EQUIPMENT,194275,409,166250,350,226575,477,254600.0,536,211375,445
"Lantern, bullseye ",92346992,TOOLS & KITS,112000,400,108360,387,126840,453,141960.0,507,104440,373
Manual of Gainful Exercise,92403786,POTIONS & SCROLLS,241397,403,303693,507,240798,402,258768.0,432,252778,422
Libram of Souls & Flesh,92482837,ADVENTURING EQUIPMENT,338709,381,346710,390,243586,274,395605.0,445,374269,421
Driftglobe,92491661,ADVENTURING EQUIPMENT,19366,421,16514,359,21712,472,20378.0,443,16560,360
Sovereign Glue,92539266,ADVENTURING EQUIPMENT,10557,391,11151,413,9666,358,11178.0,414,9315,345
Book ,92631854,POTIONS & SCROLLS,166716,421,146124,369,138996,351,145332.0,367,129492,327
"Scale, merchant’s ",92667203,TOOLS & KITS,16415,335,19943,407,15778,322,16023.0,327,19110,390
Kythrian Manchineel Focus,92701614,ADVENTURING EQUIPMENT,58208,428,51816,381,60112,442,50551.2,378,50320,370
Horn,92734171,MUSICAL INSTRUMENT,73575,327,73575,327,76725,341,94275.0,419,124200,552
Inquisitives Goggles,92740849,ADVENTURING EQUIPMENT,351848,412,270718,317,300608,352,239120.0,280,313418,367
Rod of Lordly Might,92766579,ADVENTURING EQUIPMENT,229970,377,305610,501,248270,407,252540.0,414,233630,383
Red Dragon Mask,92817989,ARMS & ARMOUR,353192,392,497352,552,546006,606,375717.0,417,305439,339
Hellsteel Martial Melee Weapon,92963784,ARMS & ARMOUR,793880,892,1184590,1331,681740,766,359560.0,404,343540,386
Hat of Disguise,93020793,ADVENTURING EQUIPMENT,25872,336,32109,417,26103,339,29953.0,389,36806,478
Gauntlets of Flaming Fury,93030927,ADVENTURING EQUIPMENT,286308,396,243651,337,228468,316,266787.0,369,313059,433
Scroll of Protection (Random),93056236,POTIONS & SCROLLS,239158,394,230053,379,221555,365,240129.2,407,214878,354
Signet ring ,93065678,JEWELRY,392772,426,413978,449,360502,391,296884.0,322,347594,377
Alchemist’s supplies ,93073739,TOOLS & KITS,8640,432,8340,417,8720,436,7600.0,380,7940,397
Grimorie Infinitus,93088282,ADVENTURING EQUIPMENT,315099,471,226791,339,251544,376,263586.0,394,248868,372
"Crossbow, light ",93088393,ARMS & ARMOUR,88688,482,172960,940,160816,874,64768.0,352,67528,367
Padded armour,93123353,ARMS & ARMOUR,92988,378,262728,1068,222876,906,107502.0,437,112914,459
Feywild Shard,93135627,ADVENTURING EQUIPMENT,48361,353,51101,373,43977,321,42990.600000000006,323,48772,356
Staff of Dunamancy,93158181,ARMS & ARMOUR,298080,414,276480,384,275760,383,358776.0,510,336960,468
Cart,93165472,ANIMALS & TRANSPORTATION,287100,396,372650,514,339300,468,271875.0,375,310300,428
Military Camoflage (Snow),93167902,ADVENTURING EQUIPMENT,99450,442,88875,395,81675,363,105075.0,467,80550,358
Belt of Frost Giant Strength,93259126,ADVENTURING EQUIPMENT,113220,444,90015,353,94860,372,95115.0,373,95880,376
Brooch of Living Essence,93280588,JEWELRY,293964,524,222717,397,194106,346,214863.0,383,237864,424
Blackrazor,93298732,ARMS & ARMOUR,525976,556,604494,639,683958,723,490028.0,518,502326,531
Wand of Smiles,93342013,ADVENTURING EQUIPMENT,216060,390,187806,339,242098,437,193346.0,349,263150,475
Trident of Fish Command,93381211,ARMS & ARMOUR,246780,540,178230,390,224387,491,240701.90000000002,541,191483,419
Cloak of Displacement,93453066,ADVENTURING EQUIPMENT,218736,336,217434,334,261702,402,222642.0,342,289044,444
Staff of Defense,93554141,ARMS & ARMOUR,229069,397,271190,470,296578,514,208989.39999999997,372,249841,433
Ink (Crate) ,93586856,POTIONS & SCROLLS,125316,354,126732,358,121776,344,180540.0,510,122130,345
Potion of Poison,93594175,POTIONS & SCROLLS,74704,368,75110,370,82012,404,84448.0,416,100079,493
Mason’s tools ,93600551,TOOLS & KITS,224202,474,161293,341,212377,449,203863.0,431,201498,426
Flute,93614384,MUSICAL INSTRUMENT,38081,337,50172,444,38081,337,43505.0,385,37629,333
Ring of Spell Turning,93652044,JEWELRY,130380,410,112572,354,132924,418,114162.0,359,138012,434
Grappling hook ,93664024,TOOLS & KITS,402262,413,341874,351,303888,312,341874.0,351,462650,475
Eagle Whistle,93805713,ADVENTURING EQUIPMENT,177317,347,269297,527,192136,376,227395.0,445,170674,334
Green Dragon Mask,93839509,ARMS & ARMOUR,253858,1049,372922,1541,439714,1817,392282.0,1621,339284,1402
Wagon,93895916,ANIMALS & TRANSPORTATION,103026,462,100573,451,81618,366,71360.0,320,92545,415
Oathbow,93922725,ARMS & ARMOUR,651714,1239,398182,757,281410,535,254584.0,484,220920,420
Alchemist’s supplies ,94017551,TOOLS & KITS,430220,439,362600,370,338100,345,371420.0,379,463540,473
Moonblade,94176948,ARMS & ARMOUR,93264,402,79808,344,74472,321,92568.0,399,95816,413
Barrel,94204032,ADVENTURING EQUIPMENT,463096,541,411736,481,292752,342,263648.0,308,427144,499
Trident,94325605,ARMS & ARMOUR,19092,516,53946,1458,48359,1307,28971.0,783,14319,387
Spellbook ,94407587,ADVENTURING EQUIPMENT,355311,407,332613,381,436500,500,390231.0,447,384993,441
Potion of Flying,94419961,POTIONS & SCROLLS,268620,444,202675,335,291005,481,208120.0,344,258335,427
Arcane Grimore,94507601,ADVENTURING EQUIPMENT,59478,431,62238,451,50922,369,45954.0,333,79764,578
Shortsword ,94566225,ARMS & ARMOUR,21070,430,47334,966,50666,1034,70903.0,1447,25872,528
Enduring Spellbook,94705640,ADVENTURING EQUIPMENT,262824,466,213756,379,237444,421,196272.0,348,231804,411
Xorian Wenge Focus,94774208,ADVENTURING EQUIPMENT,406140,420,328780,340,362625,375,293968.0,304,378097,391
Blood Spear,94850774,ARMS & ARMOUR,262814,397,181388,274,241630,365,242225.80000000002,378,283336,428
Cartographer’s tools ,94929623,TOOLS & KITS,352944,516,244872,358,214776,314,273600.0,400,241452,353
Medallion of Thoughts,94949664,JEWELRY,310635,405,281489,367,296829,387,302965.0,395,320606,418
Korolnor Scepter,95029264,ARMS & ARMOUR,803520,810,1195360,1205,1364000,1375,939424.0,947,596192,601
Rabbit,95060775,ANIMALS & TRANSPORTATION,358340,460,320169,411,292125,375,290567.0,373,305368,392
Sending Stones,95203861,ADVENTURING EQUIPMENT,95078,347,111792,408,108778,397,92338.0,337,124396,454
Shortbow ,95298440,ARMS & ARMOUR,286272,448,598743,937,825588,1292,956583.0,1497,564237,883
Spyglass of Clairvoyance,95479896,ADVENTURING EQUIPMENT,61460,439,53340,381,62020,443,53480.0,382,63840,456
Wings of Flying,95513667,ADVENTURING EQUIPMENT,93132,468,86366,434,66466,334,78008.0,392,58705,295
Tambourine,95561142,MUSICAL INSTRUMENT,347014,386,375782,418,330832,368,398257.0,443,432419,481
Korolnor Scepter,95578715,ARMS & ARMOUR,333579,753,631718,1426,680891,1537,450531.0,1017,290165,655
Tome of Clear Thought,95589159,POTIONS & SCROLLS,318990,465,320362,467,290864,424,305270.0,445,246274,359
Opal of the Ild Rune,95631392,ADVENTURING EQUIPMENT,306850,361,408850,481,385900,454,351900.0,414,316200,372
Efreeti Chain,95784769,ARMS & ARMOUR,155283,813,148216,776,82894,434,86714.0,454,258423,1353
Hammer of Thunderbolts,95817283,ARMS & ARMOUR,456720,519,1283920,1459,1213520,1379,498960.0,567,330880,376
Light hammer,95871316,ARMS & ARMOUR,540037,661,675659,827,691182,846,777784.0,952,273695,335
Cloak of Elvenkind,95879115,ADVENTURING EQUIPMENT,353636,422,301680,360,298328,356,282406.0,337,371234,443
Blowgun needles (50) ,96043607,ARMS & ARMOUR,12540,418,16620,554,24360,812,26250.0,875,20550,685
Dread Helm,96077449,ADVENTURING EQUIPMENT,81378,411,79794,403,89298,451,71082.0,359,82566,417
Spellwrought Tattoo Enchantment,96108470,POTIONS & SCROLLS,303108,377,388332,483,291048,362,377076.0,469,329640,410
Efreeti Bottle,96119580,SUMMONING DEVICE,65703,363,70228,388,77287,427,77468.0,428,95930,530
Staff of the Claw,96227298,ARMS & ARMOUR,287001,429,287670,430,308409,461,314430.0,470,466293,697
Band of Loyalty,96246552,JEWELRY,260015,323,230230,286,358225,445,404915.0,503,346150,430
Boomerang +1,96276892,ARMS & ARMOUR,83349,441,83727,443,80892,428,146664.0,776,103950,550
Efreeti Chain,96290221,ARMS & ARMOUR,712058,811,622502,709,404758,461,316080.0,360,1198470,1365
Soap (Crate),96292765,TOOLS & KITS,179346,421,155064,364,225780,530,152082.0,357,198942,467
Philter of Love,96311510,POTIONS & SCROLLS,451000,451,421000,421,340000,340,355000.0,355,475000,475
Glamoured Studded Leather,96313405,ARMS & ARMOUR,87360,480,77896,428,71344,392,96460.0,530,66248,364
Ioun Stone - Sustenance,96356848,ADVENTURING EQUIPMENT,175086,411,187440,440,181902,427,150378.0,353,174234,409
Brooch of Shielding,96393182,JEWELRY,78324,428,81069,443,62220,340,65166.30000000001,365,60939,333
Mule,96397695,ANIMALS & TRANSPORTATION,364998,381,423436,442,400444,418,328594.0,343,436848,456
Studded leather armour,96419791,ARMS & ARMOUR,17618,383,17296,376,59248,1288,95082.0,2067,84548,1838
Pipes of Haunting,96425550,MUSICAL INSTRUMENT,232106,562,180894,438,187915,455,149506.0,362,155288,376
Tankard of Plenty,96445287,ADVENTURING EQUIPMENT,227700,460,177210,358,228690,462,216810.0,438,240570,486
"Rope, hempen (50 feet) ",96499586,TOOLS & KITS,252787,449,219007,389,237586,422,204369.0,363,247720,440
Butchers Bib,96583107,ADVENTURING EQUIPMENT,215424,396,246976,454,203456,374,194208.0,357,241536,444
Banner of the Krig Rune,96666790,ADVENTURING EQUIPMENT,345345,385,264615,295,370461,413,348933.0,389,341757,381
Amulet of the Planes,96686806,JEWELRY,287798,427,294538,437,215680,320,229160.0,340,313410,465
Potion of Gaseous Form,96707285,POTIONS & SCROLLS,271063,377,325707,453,225766,314,219295.0,305,272501,379
Quiver ,96743678,TOOLS & KITS,131404,494,105868,398,120498,453,132468.0,498,102410,385
Crossbow bolts (100) ,96772117,ARMS & ARMOUR,637794,762,781758,934,734886,878,655371.0,783,352377,421
Armour of Resistance (Random),96783000,ARMS & ARMOUR,278280,360,294513,381,329298,426,213348.0,276,272869,353
Paper (one package) ,96799697,POTIONS & SCROLLS,72285,395,70821,387,65331,357,68442.0,374,65514,358
Perfume (vial) ,96813851,TOOLS & KITS,191115,411,147405,317,186000,400,160890.0,346,165075,355
